id_revision,post_id,tema,subtema,cuestion,criterio_extraido,aplicacion_a_mi_caso,riesgo,prioridad,validar_con_asesor,documentos_necesarios,accion_recomendada,pregunta_asesor,titulo_post,url_post,fragmento_soporte,observaciones
RG-034,91,Alquiler por habitaciones,habitaciones con distinta casuística,"Conservar documentación probatoria suficiente para defender ingresos, gastos o criterio fiscal.","Conservar documentación probatoria suficiente para defender ingresos, gastos o criterio fiscal.",Sirve para blindar una futura comprobación.,Medio,Alta,No,Facturas | Contratos | Extractos bancarios,Guardar el soporte probatorio vinculado a este criterio.,¿Qué soporte adicional conviene conservar para defender este punto?,"🏠 Alquilas tu piso por habitaciones… pero, ¿sabes cómo declarar bien la amortización del inmueble?",https://fiscalizarte.substack.com/p/alquilas-tu-piso-por-habitaciones,✔️ Cada contrato de alquiler de habitación genera un,Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-035,116,Reparación vs mejora,mejora / ampliación,Es reparación o conservación lo destinado a mantener el uso normal del inmueble o sustituir elementos sin mejorar valor o vida útil.,Es reparación o conservación lo destinado a mantener el uso normal del inmueble o sustituir elementos sin mejorar valor o vida útil.,"Te sirve para clasificar pintura, reposiciones y arreglos ordinarios.",Alto,Alta,Sí,Factura detallada | Descripción técnica | Fotos antes/después,Etiquetar cada factura como reparación o mejora antes de declararla.,¿Esta factura mantiene el uso normal del inmueble o incrementa valor/vida útil?,#Clase 11: Los gastos de reparación y conservación,https://fiscalizarte.substack.com/p/clase-11-los-gastos-de-reparacion,"e compramos para alquilar, los permite deducino aquellos gatos que realizamos de forma regular para que, para mantener el uso normal del inmueble. O, a que yo gato en los que incurrimos para sustituir uno de los elementos por otro, ¿vale? Yo jo, super importante esto y lo pongo en may",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-036,116,Gastos deducibles,gastos deducibles,Las ampliaciones o mejoras tienen tratamiento distinto y no deben meterse como reparación directa.,Las ampliaciones o mejoras tienen tratamiento distinto y no deben meterse como reparación directa.,"Si la actuación eleva calidad, capacidad o vida útil, el riesgo de error es alto.",Alto,Alta,Sí,Factura | Memoria o presupuesto | Comparativa antes/después,Separar físicamente facturas de mejora y de conservación.,¿Esta actuación debe tratarse como mejora amortizable y no como gasto directo?,#Clase 11: Los gastos de reparación y conservación,https://fiscalizarte.substack.com/p/clase-11-los-gastos-de-reparacion,"La legislación tributaria nos permite deducirnos como arrendadores de inmuebles, este tipo de gastos por mantenimiento del inmueble, pero NO podemos confundir estos gastos con aquellas actuaciones realizadas al inmueble consideradas como ampliaciones o mejoras del mismo.",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-037,116,Alquiler por habitaciones,habitaciones con distinta casuística,Ciertos gastos de reparación previos al alquiler o entre arrendamientos pueden ser defendibles si preparan el inmueble para alquilarlo.,Ciertos gastos de reparación previos al alquiler o entre arrendamientos pueden ser defendibles si preparan el inmueble para alquilarlo.,Útil si haces puesta a punto antes de alquilar habitaciones.,Alto,Alta,Sí,Factura | Fecha | Prueba de puesta en alquiler,Guardar cronología entre reparación y puesta en alquiler.,¿Hasta qué margen temporal previo al alquiler puedo defender una reparación como deducible?,#Clase 11: Los gastos de reparación y conservación,https://fiscalizarte.substack.com/p/clase-11-los-gastos-de-reparacion,"? Se deduce que íntegramente sin proratear entre los días de rendamiento, ¿vale? Es un mucho cuidado también, se permite también deducirme los gatos anterior al nicio de rendamiento y los gatos entre rendamientos, esto me lo pregunta mucha gente, ¿vale? Yo compro un piso, lo tengo que pintar, lo ten",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-038,116,Gastos deducibles,gastos deducibles,No es defendible rescatar reparaciones antiguas ligadas a uso propio previo para deducirlas después.,No es defendible rescatar reparaciones antiguas ligadas a uso propio previo para deducirlas después.,"Si antes usabas tú el piso, cuidado con llevar a renta gastos viejos de puesta a punto.",Alto,Alta,Sí,Cronología de uso del inmueble | Facturas | Fecha de inicio del alquiler,Separar claramente uso propio y periodo de preparación/alquiler.,¿Desde qué fecha podría Hacienda considerar conectada la reparación con la futura obtención del ingreso?,#Clase 11: Los gastos de reparación y conservación,https://fiscalizarte.substack.com/p/clase-11-los-gastos-de-reparacion,"a decir que no, pero luego si viene haciendo, a caso una comprobación, un requerimiento, te pedirán factura y te sancionarán, obviamente. No sé, bueno, vuelva a recarcar, porque ya la habéis visto la clase anterior, es muy importante que si en sí se ha gasto de es",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-039,116,Gastos deducibles,gastos deducibles,El uso propio intermedio puede romper la defensa de ciertos gastos previos o entre arrendamientos.,El uso propio intermedio puede romper la defensa de ciertos gastos previos o entre arrendamientos.,"Si quieres deducir la puesta en alquiler, evita mezclar uso propio intermedio.",Alto,Alta,Sí,Cronología de ocupación | Pruebas de no uso propio,Documentar cuándo cesó el uso propio y cuándo empezó la puesta en alquiler.,¿Qué pruebas conviene conservar para acreditar que no hubo uso propio entre la obra y el alquiler?,#Clase 11: Los gastos de reparación y conservación,https://fiscalizarte.substack.com/p/clase-11-los-gastos-de-reparacion,"epto, podemos hacer un sopropido el piso entre la compre del alquiler, ¿vale? Si hacemos uso propio del piso, la posibilidad aplicamente tipo de gasto desaparece, siempre sí. Y súper importante también que la factura debe costar la dirección del imóla alquilado, ¿vale? Esto también para la comprar e",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-040,116,Reparación vs mejora,mejora / ampliación,La factura debería identificar la dirección del inmueble alquilado.,La factura debería identificar la dirección del inmueble alquilado.,Refuerza mucho la defensa probatoria de reparaciones y mobiliario.,Alto,Alta,No,Factura con dirección del inmueble | Justificante bancario,Pedir a proveedores facturas con la dirección exacta del piso alquilado.,"¿Si ya tengo facturas sin dirección, qué soporte adicional refuerza mejor su vinculación al inmueble?",#Clase 11: Los gastos de reparación y conservación,https://fiscalizarte.substack.com/p/clase-11-los-gastos-de-reparacion,"pio del piso, la posibilidad aplicamente tipo de gasto desaparece, siempre sí. Y súper importante también que la factura debe costar la dirección del imóla alquilado, ¿vale? Esto también para la comprar el movilitario, es conveniente que en la propia factura, pues aparezca, me den esta dirección per",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-041,116,Reparación vs mejora,mejora / ampliación,Llevar control de excesos pendientes para no perder deducción en años posteriores.,Llevar control de excesos pendientes para no perder deducción en años posteriores.,"Si gastos no aplicados superan límites, necesitas control anual propio.",Medio,Alta,Sí,Cuadro anual de pendientes | Copia de declaraciones,Crear hoja de seguimiento de saldos pendientes por inmueble y ejercicio.,¿Cómo conviene documentar y arrastrar a años siguientes los gastos no aplicados?,#Clase 11: Los gastos de reparación y conservación,https://fiscalizarte.substack.com/p/clase-11-los-gastos-de-reparacion,"iguales, para que me voy a meterlo de ejercicio siguiente, bueno, pues si tú no rellen esta casiguita, aquí, el año que viene, el programa, no te va a recordar, que tienes pendiente de aplicar esto, vale, estos 6.000 euros, no te van a aparecer año que viene en la casiguita anterior, por lo tanto,",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-042,201,Gastos deducibles,gastos deducibles,"Distinguir correctamente gasto deducible, reparación o mejora según el criterio del post.","Distinguir correctamente gasto deducible, reparación o mejora según el criterio del post.",Útil para clasificar facturas y evitar errores ante Hacienda.,Alto,Alta,Sí,Factura detallada | Presupuesto | Fotos antes/después,Clasificar la factura afectada antes de meterla en renta.,¿Este gasto concreto encaja aquí o debería ir con otro tratamiento fiscal?,¿Sabías que puedes deducir los gastos de reparación de tus pisos en alquiler? 🛠️💸,https://fiscalizarte.substack.com/p/sabias-que-puedes-deducir-los-gastos,"Si tienes inmuebles alquilados y te encargas tú mismo de las reparaciones, ¡esto te interesa! Hoy te cuento cómo puedes deducir estos gastos y qué necesitas para justificarlo ante Hacienda, explicado sin rodeos.",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-043,201,Gastos deducibles,gastos deducibles,"Conservar documentación probatoria suficiente para defender ingresos, gastos o criterio fiscal.","Conservar documentación probatoria suficiente para defender ingresos, gastos o criterio fiscal.",Sirve para blindar una futura comprobación.,Medio,Alta,No,Facturas | Contratos | Extractos bancarios,Guardar el soporte probatorio vinculado a este criterio.,¿Qué soporte adicional conviene conservar para defender este punto?,¿Sabías que puedes deducir los gastos de reparación de tus pisos en alquiler? 🛠️💸,https://fiscalizarte.substack.com/p/sabias-que-puedes-deducir-los-gastos,"Aquí viene la gran pregunta: ¿cómo justificas que esos gastos son reales? Hacienda te dirá que lo ideal es una factura, pero no te asustes si no tienes todas. También puedes usar otros documentos como:",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-044,118,Amortización,amortización inmueble,Revisar si el post aporta criterio útil sobre amortización del inmueble o del mobiliario.,Revisar si el post aporta criterio útil sobre amortización del inmueble o del mobiliario.,Puede ayudarte a no perder deducción o a no aplicarla mal.,Alto,Alta,Sí,Escritura/compra | IBI con valores | Facturas mobiliario,Preparar ficha separada de amortización si este criterio aplica.,¿Cómo debo calcular esta amortización en mi caso concreto?,#Clase 10: Los intereses y gastos de financiación,https://fiscalizarte.substack.com/p/clase-10-los-intereses-y-gastos-de,"visto, pues que vuelvan a esa primera clase 9 antes de seguir con esta, pues la dedicamos a ver el tema de la amortización fiscal. En este segundo grupo de gastos, veremos como digo a lo interés y gasto de financiación. ¿Qué quiere decir esto? Cuando yo compro u",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-045,118,Gastos deducibles,gastos deducibles,"Distinguir correctamente gasto deducible, reparación o mejora según el criterio del post.","Distinguir correctamente gasto deducible, reparación o mejora según el criterio del post.",Útil para clasificar facturas y evitar errores ante Hacienda.,Alto,Alta,Sí,Factura detallada | Presupuesto | Fotos antes/después,Clasificar la factura afectada antes de meterla en renta.,¿Este gasto concreto encaja aquí o debería ir con otro tratamiento fiscal?,#Clase 10: Los intereses y gastos de financiación,https://fiscalizarte.substack.com/p/clase-10-los-intereses-y-gastos-de,"carga fiscal. Entonces, son estos gastos junto con los que veremos en la clase siguiente, que son los gastos reparación conservación, son dos grupos de gastos muy importantes por la influencia que tienen la carga fiscal, ¿vale? Como veremos. Entonces, bueno,",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-046,118,Intereses hipotecarios,intereses préstamo,"Conservar documentación probatoria suficiente para defender ingresos, gastos o criterio fiscal.","Conservar documentación probatoria suficiente para defender ingresos, gastos o criterio fiscal.",Sirve para blindar una futura comprobación.,Medio,Alta,No,Facturas | Contratos | Extractos bancarios,Guardar el soporte probatorio vinculado a este criterio.,¿Qué soporte adicional conviene conservar para defender este punto?,#Clase 10: Los intereses y gastos de financiación,https://fiscalizarte.substack.com/p/clase-10-los-intereses-y-gastos-de,"ueble, yo tengo el pilado, no, debe quedar claro, no, se debe identificar en la escritura de hipoteca o en el contrato de préstamos, que el préstamos que yo he pedido es para comprar ese inmueble en concreto, ¿vale? Eso, pues bueno, ya sabéis que si haciendo",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-047,144,Amortización,amortización inmueble,Revisar si el post aporta criterio útil sobre amortización del inmueble o del mobiliario.,Revisar si el post aporta criterio útil sobre amortización del inmueble o del mobiliario.,Puede ayudarte a no perder deducción o a no aplicarla mal.,Alto,Alta,Sí,Escritura/compra | IBI con valores | Facturas mobiliario,Preparar ficha separada de amortización si este criterio aplica.,¿Cómo debo calcular esta amortización en mi caso concreto?,#Clase 5: Imputación de Rentas Inmobilirias.,https://fiscalizarte.substack.com/p/clase-5-imputacion-de-rentas-inmobilirias,"construcción como el del suelo. Como veremos, este valor catastral también se va a utilizar para calcular la amortización fiscal del inmueble, lo veremos en clase siguiente, y en este caso solo se va a tener que coger el valor de la construcción y no el valor d",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-048,214,Amortización,amortización inmueble,Revisar si el post aporta criterio útil sobre amortización del inmueble o del mobiliario.,Revisar si el post aporta criterio útil sobre amortización del inmueble o del mobiliario.,Puede ayudarte a no perder deducción o a no aplicarla mal.,Alto,Alta,Sí,Escritura/compra | IBI con valores | Facturas mobiliario,Preparar ficha separada de amortización si este criterio aplica.,¿Cómo debo calcular esta amortización en mi caso concreto?,No cometas este grave error al declarar tus alquileres,https://fiscalizarte.substack.com/p/no-cometas-este-grave-error-al-declarar,amortización de la construcción.,Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-049,214,IRPF alquiler inmueble,renta mensual,"Conservar documentación probatoria suficiente para defender ingresos, gastos o criterio fiscal.","Conservar documentación probatoria suficiente para defender ingresos, gastos o criterio fiscal.",Sirve para blindar una futura comprobación.,Medio,Alta,No,Facturas | Contratos | Extractos bancarios,Guardar el soporte probatorio vinculado a este criterio.,¿Qué soporte adicional conviene conservar para defender este punto?,No cometas este grave error al declarar tus alquileres,https://fiscalizarte.substack.com/p/no-cometas-este-grave-error-al-declarar,"Estos últimos días, revisando y ordenando las facturas con el objetivo de preparar la próxima declaración de la renta me he vuelto a dar cuenta de la gran olvidada: la amortización fiscal de la construcción…",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-050,102,Reparación vs mejora,mejora / ampliación,Revisar si el post aporta criterio útil sobre amortización del inmueble o del mobiliario.,Revisar si el post aporta criterio útil sobre amortización del inmueble o del mobiliario.,Puede ayudarte a no perder deducción o a no aplicarla mal.,Alto,Alta,Sí,Escritura/compra | IBI con valores | Facturas mobiliario,Preparar ficha separada de amortización si este criterio aplica.,¿Cómo debo calcular esta amortización en mi caso concreto?,#Clase 14: Amortización de las mejoras.,https://fiscalizarte.substack.com/p/clase-14-amortizacion-de-las-mejoras,🔹 Qué errores evitar para que no te tumben la amortización.,Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-051,102,Gastos deducibles,gastos deducibles,"Distinguir correctamente gasto deducible, reparación o mejora según el criterio del post.","Distinguir correctamente gasto deducible, reparación o mejora según el criterio del post.",Útil para clasificar facturas y evitar errores ante Hacienda.,Alto,Alta,Sí,Factura detallada | Presupuesto | Fotos antes/después,Clasificar la factura afectada antes de meterla en renta.,¿Este gasto concreto encaja aquí o debería ir con otro tratamiento fiscal?,#Clase 14: Amortización de las mejoras.,https://fiscalizarte.substack.com/p/clase-14-amortizacion-de-las-mejoras,MEJORA y/o REPARACIÓN/CONSERVACIÓN?,Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-052,102,Reparación vs mejora,mejora / ampliación,"Conservar documentación probatoria suficiente para defender ingresos, gastos o criterio fiscal.","Conservar documentación probatoria suficiente para defender ingresos, gastos o criterio fiscal.",Sirve para blindar una futura comprobación.,Medio,Alta,No,Facturas | Contratos | Extractos bancarios,Guardar el soporte probatorio vinculado a este criterio.,¿Qué soporte adicional conviene conservar para defender este punto?,#Clase 14: Amortización de las mejoras.,https://fiscalizarte.substack.com/p/clase-14-amortizacion-de-las-mejoras,"Hay un gran debate y es que De esa reforma que yo le hago al inmueble habrá conceptos de esa reforma, de esa factura, que se considerarán mejoras, es decir, que tienen el carácter fiscal de mejora para Hacienda y habrá otros conceptos que se consideren gas",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-053,223,IRPF alquiler inmueble,renta mensual,Revisar si el post aporta criterio útil sobre amortización del inmueble o del mobiliario.,Revisar si el post aporta criterio útil sobre amortización del inmueble o del mobiliario.,Puede ayudarte a no perder deducción o a no aplicarla mal.,Alto,Alta,Sí,Escritura/compra | IBI con valores | Facturas mobiliario,Preparar ficha separada de amortización si este criterio aplica.,¿Cómo debo calcular esta amortización en mi caso concreto?,"No entiendo el concepto de amortización de IRPF, ¿Se corresponde con el importe de amortización de la cuota de la hipoteca?",https://fiscalizarte.substack.com/p/no-entiendo-el-concepto-de-amortizacion,amortización es un concepto teórico,Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-054,75,Amortización,amortización inmueble,Revisar si el post aporta criterio útil sobre amortización del inmueble o del mobiliario.,Revisar si el post aporta criterio útil sobre amortización del inmueble o del mobiliario.,Puede ayudarte a no perder deducción o a no aplicarla mal.,Alto,Alta,Sí,Escritura/compra | IBI con valores | Facturas mobiliario,Preparar ficha separada de amortización si este criterio aplica.,¿Cómo debo calcular esta amortización en mi caso concreto?,🧾 Fiscalidad Inmobiliaria | ¿Cómo se calcula la amortización fiscal de un inmueble heredado y alquilado?,https://fiscalizarte.substack.com/p/fiscalidad-inmobiliaria-como-se-calcula,La amortización es uno de los gastos más potentes que puedes aplicar al declarar tus alquileres,Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-055,75,Suministros / comunidad / IBI / seguros,IBI,"Conservar documentación probatoria suficiente para defender ingresos, gastos o criterio fiscal.","Conservar documentación probatoria suficiente para defender ingresos, gastos o criterio fiscal.",Sirve para blindar una futura comprobación.,Medio,Media,No,Facturas | Contratos | Extractos bancarios,Guardar el soporte probatorio vinculado a este criterio.,¿Qué soporte adicional conviene conservar para defender este punto?,🧾 Fiscalidad Inmobiliaria | ¿Cómo se calcula la amortización fiscal de un inmueble heredado y alquilado?,https://fiscalizarte.substack.com/p/fiscalidad-inmobiliaria-como-se-calcula,📌 Recuerda: es clave documentar bien tanto el valor del ISD como el del IBI por si Hacienda requiere justificantes.,Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-056,41,IRPF alquiler inmueble,renta mensual,Revisar si el post aporta criterio útil sobre amortización del inmueble o del mobiliario.,Revisar si el post aporta criterio útil sobre amortización del inmueble o del mobiliario.,Puede ayudarte a no perder deducción o a no aplicarla mal.,Alto,Alta,Sí,Escritura/compra | IBI con valores | Facturas mobiliario,Preparar ficha separada de amortización si este criterio aplica.,¿Cómo debo calcular esta amortización en mi caso concreto?,#Clase 22: Planificación fiscal con JERO ´´Inversor de la Comunidad Fiscalizarte``,https://fiscalizarte.substack.com/p/clase-22-planificacion-fiscal-con,"Ingresos por alquiler, gastos, amortizaciones, IRPF… todo lo que duele.",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-057,224,Amortización,amortización inmueble,Revisar si el post aporta criterio útil sobre amortización del inmueble o del mobiliario.,Revisar si el post aporta criterio útil sobre amortización del inmueble o del mobiliario.,Puede ayudarte a no perder deducción o a no aplicarla mal.,Alto,Alta,Sí,Escritura/compra | IBI con valores | Facturas mobiliario,Preparar ficha separada de amortización si este criterio aplica.,¿Cómo debo calcular esta amortización en mi caso concreto?,Directo y al grano!,https://fiscalizarte.substack.com/p/directo-y-al-grano,amortización del inmueble,Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-058,224,Gastos deducibles,gastos deducibles,"Distinguir correctamente gasto deducible, reparación o mejora según el criterio del post.","Distinguir correctamente gasto deducible, reparación o mejora según el criterio del post.",Útil para clasificar facturas y evitar errores ante Hacienda.,Alto,Alta,Sí,Factura detallada | Presupuesto | Fotos antes/después,Clasificar la factura afectada antes de meterla en renta.,¿Este gasto concreto encaja aquí o debería ir con otro tratamiento fiscal?,Directo y al grano!,https://fiscalizarte.substack.com/p/directo-y-al-grano,reparación y mantenimiento,Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-059,224,Gastos deducibles,gastos deducibles,"Conservar documentación probatoria suficiente para defender ingresos, gastos o criterio fiscal.","Conservar documentación probatoria suficiente para defender ingresos, gastos o criterio fiscal.",Sirve para blindar una futura comprobación.,Medio,Alta,No,Facturas | Contratos | Extractos bancarios,Guardar el soporte probatorio vinculado a este criterio.,¿Qué soporte adicional conviene conservar para defender este punto?,Directo y al grano!,https://fiscalizarte.substack.com/p/directo-y-al-grano,"y gastos de financiación. Si has comprado el inmueble con hipoteca, puedes incluir como gasto deducible los intereses pagados al banco (encontrarás este importe en el justificante del banco de cargo de cuota del préstamo, donde aparece separada la parte de devolución y los intereses).",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-060,88,Alquiler por habitaciones,habitaciones con distinta casuística,Declarar correctamente el rendimiento del alquiler en IRPF según el criterio explicado en el post.,Declarar correctamente el rendimiento del alquiler en IRPF según el criterio explicado en el post.,Puede afectar a cómo montas tu cálculo anual del alquiler por habitaciones.,Medio,Alta,Sí,Resumen anual de ingresos | Relación de gastos,Revisar si este criterio encaja con tu forma de declarar el alquiler.,¿Cómo debo aplicar este criterio de rendimiento neto/reducido en mi caso?,"🏠💸 ERROR FRECUENTE EN RENTAS DE INMUEBLES: ""Se me olvidaron los gastos de reparación el año pasado... ¿Y ahora qué?",https://fiscalizarte.substack.com/p/error-frecuente-en-rentas-de-inmuebles,rendimientos del capital inmobiliario,Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-061,88,Gastos deducibles,gastos deducibles,"Distinguir correctamente gasto deducible, reparación o mejora según el criterio del post.","Distinguir correctamente gasto deducible, reparación o mejora según el criterio del post.",Útil para clasificar facturas y evitar errores ante Hacienda.,Alto,Alta,Sí,Factura detallada | Presupuesto | Fotos antes/después,Clasificar la factura afectada antes de meterla en renta.,¿Este gasto concreto encaja aquí o debería ir con otro tratamiento fiscal?,"🏠💸 ERROR FRECUENTE EN RENTAS DE INMUEBLES: ""Se me olvidaron los gastos de reparación el año pasado... ¿Y ahora qué?",https://fiscalizarte.substack.com/p/error-frecuente-en-rentas-de-inmuebles,Los gastos de reparación y conservación son deducibles,Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-062,61,Amortización,amortización inmueble,Revisar si el post aporta criterio útil sobre amortización del inmueble o del mobiliario.,Revisar si el post aporta criterio útil sobre amortización del inmueble o del mobiliario.,Puede ayudarte a no perder deducción o a no aplicarla mal.,Alto,Alta,Sí,Escritura/compra | IBI con valores | Facturas mobiliario,Preparar ficha separada de amortización si este criterio aplica.,¿Cómo debo calcular esta amortización en mi caso concreto?,"🧾 ¿Comprar, reformar y vender pisos como autónomo o como persona física? La clave fiscal que puede cambiar tu rentabilidad",https://fiscalizarte.substack.com/p/comprar-reformar-y-vender-pisos-como,E incluso amortizaciones si conservas el inmueble,Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-063,61,Gastos deducibles,gastos deducibles,"Distinguir correctamente gasto deducible, reparación o mejora según el criterio del post.","Distinguir correctamente gasto deducible, reparación o mejora según el criterio del post.",Útil para clasificar facturas y evitar errores ante Hacienda.,Alto,Alta,Sí,Factura detallada | Presupuesto | Fotos antes/después,Clasificar la factura afectada antes de meterla en renta.,¿Este gasto concreto encaja aquí o debería ir con otro tratamiento fiscal?,"🧾 ¿Comprar, reformar y vender pisos como autónomo o como persona física? La clave fiscal que puede cambiar tu rentabilidad",https://fiscalizarte.substack.com/p/comprar-reformar-y-vender-pisos-como,"“En el curso se recomienda darse de alta como autónomo con actividad económica para deducir gastos de conservación y reparación. Pero entonces la ganancia tributa en la base general… y eso implica pagar mucho más que si tributa como ganancia patrimonial en la base del ahorro, ¿no?",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-064,84,Gastos deducibles,gastos deducibles,Revisar si el post aporta criterio útil sobre amortización del inmueble o del mobiliario.,Revisar si el post aporta criterio útil sobre amortización del inmueble o del mobiliario.,Puede ayudarte a no perder deducción o a no aplicarla mal.,Alto,Alta,Sí,Escritura/compra | IBI con valores | Facturas mobiliario,Preparar ficha separada de amortización si este criterio aplica.,¿Cómo debo calcular esta amortización en mi caso concreto?,#Clase 15: Cuestiones Comunes a los gastos deducibles.,https://fiscalizarte.substack.com/p/clase-15-cuestiones-comunes-a-los,"día del año, que efectivamente ha estado alquilado. Y esto es muy fácil, yo cojo el importe del gasto, de la amortización, que voy a meter como gato de dudosible, y veo el número de días que he tenido alquilado ese episod y lo he dividido el 3665, y si yo tengo",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-065,84,Gastos deducibles,gastos deducibles,"Distinguir correctamente gasto deducible, reparación o mejora según el criterio del post.","Distinguir correctamente gasto deducible, reparación o mejora según el criterio del post.",Útil para clasificar facturas y evitar errores ante Hacienda.,Alto,Alta,Sí,Factura detallada | Presupuesto | Fotos antes/después,Clasificar la factura afectada antes de meterla en renta.,¿Este gasto concreto encaja aquí o debería ir con otro tratamiento fiscal?,#Clase 15: Cuestiones Comunes a los gastos deducibles.,https://fiscalizarte.substack.com/p/clase-15-cuestiones-comunes-a-los,protosolotó a cargar el suelo y tarde un meí me dio un reparar porque la empresa que me hace la reforma o la reparación pues me da cita de aquí un meí meí meí meí entre arrenamientos aunque no te ha ilchido a del imueble de ese meí meí meí meí los gatos de re,Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-066,84,Gastos deducibles,gastos deducibles,"Conservar documentación probatoria suficiente para defender ingresos, gastos o criterio fiscal.","Conservar documentación probatoria suficiente para defender ingresos, gastos o criterio fiscal.",Sirve para blindar una futura comprobación.,Medio,Alta,No,Facturas | Contratos | Extractos bancarios,Guardar el soporte probatorio vinculado a este criterio.,¿Qué soporte adicional conviene conservar para defender este punto?,#Clase 15: Cuestiones Comunes a los gastos deducibles.,https://fiscalizarte.substack.com/p/clase-15-cuestiones-comunes-a-los,"y repararlo como gasto de un siglo porque va a tener problemas, te va a llevar una comprobación te va a pedir factura, va a la vez que ha pasado un plazo de tiempo muy exterso y te van a guitarlo a estos que te ha imputado, así he chamalando cosas prudencia",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
RG-067,29,Alquiler por habitaciones,habitaciones con distinta casuística,Declarar correctamente el rendimiento del alquiler en IRPF según el criterio explicado en el post.,Declarar correctamente el rendimiento del alquiler en IRPF según el criterio explicado en el post.,Puede afectar a cómo montas tu cálculo anual del alquiler por habitaciones.,Medio,Alta,Sí,Resumen anual de ingresos | Relación de gastos,Revisar si este criterio encaja con tu forma de declarar el alquiler.,¿Cómo debo aplicar este criterio de rendimiento neto/reducido en mi caso?,#Clase 25: 100% IRPF en alquiler: la letra pequeña que te interesa de verdad.,https://fiscalizarte.substack.com/p/clase-25-100-irpf-en-alquiler-la,", ¿vale? Y, pues, Tengo una serie de gastos que ya sabéis que os podéis deducir para llegar a lo que sería el rendimiento neto antes de aplicarme la reducción, ¿vale? ¿Cuáles son estos gastos? Una comunidad de 720 euros, un seguro de impago de 384 euros, ¿vale? No l",Fila derivada directamente del consolidado 05; solo se ha normalizado tema/subtema y se ha evitado duplicado prácticamente idéntico.
