id,titulo,url,fecha,score_utilidad,prioridad,categorias,resumen_utilidad,motivo_prioridad,requiere_extraccion_profunda,archivo_texto,posible_paywall,longitud_texto,tiene_transcripcion,observaciones
172,Este inversor está jodido..,https://fiscalizarte.substack.com/p/este-inversor-esta-jodido,2025-01-30T11:46:42.272Z,61,P2,Fiscalidad IRPF | Intereses hipotecarios | Vivienda habitual / reducción IRPF | Persona física vs sociedad | Prueba documental | Gestión operativa,Útil para declarar rendimientos en IRPF Incluye intereses o financiación Compara persona física frente a sociedad Puede servir como soporte documental,Relevancia alta para fiscalidad inmobiliaria de persona física,Sí,posts_texto/este-inversor-esta-jodido.md,No,2596,No,
111,🏘️ ¿Tienes pisos en alquiler y estás pensando en meterlos en una sociedad?,https://fiscalizarte.substack.com/p/tienes-pisos-en-alquiler-y-estas,2025-06-11T11:39:21.966Z,60,P2,Fiscalidad IRPF | Suministros | Persona física vs sociedad | Riesgos con Hacienda | Gestión operativa,Útil para declarar rendimientos en IRPF Compara persona física frente a sociedad,Relevancia alta para fiscalidad inmobiliaria de persona física,Sí,posts_texto/tienes-pisos-en-alquiler-y-estas.md,Sí,4554,No,
64,#Clase 20: Operaciones de Flips: ¿Cuándo actividad económica?,https://fiscalizarte.substack.com/p/clase-20-operaciones-de-flips-cuando,2025-10-05T09:39:08.420Z,59,P3,Fiscalidad IRPF | Gastos deducibles | Reparación vs mejora | Suministros | Persona física vs sociedad | Prueba documental | Riesgos con Hacienda,Útil para declarar rendimientos en IRPF Explica gastos deducibles Ayuda a separar reparación y mejora Compara persona física frente a sociedad Puede servir como soporte documental,Relevancia parcial o indirecta,No,posts_texto/clase-20-operaciones-de-flips-cuando.md,Sí,24100,Sí,usa_transcripcion
117,¿Cómo proteger tú patrimonio inmobiliario a través de Sociedades Patrimoniales?,https://fiscalizarte.substack.com/p/como-proteger-tu-patrimonio-inmobiliario,2025-05-21T11:45:16.389Z,59,P3,Fiscalidad IRPF | Reparación vs mejora | Suministros | Comunidad / IBI / seguros | Persona física vs sociedad | Gestión operativa,Útil para declarar rendimientos en IRPF Ayuda a separar reparación y mejora Compara persona física frente a sociedad,Relevancia parcial o indirecta,No,posts_texto/como-proteger-tu-patrimonio-inmobiliario.md,Sí,4702,No,
65,👔 ¿Tienes una sociedad patrimonial? Ojo: podrías estar obligado a darte de alta en autónomos (aunque no lo creas),https://fiscalizarte.substack.com/p/tienes-una-sociedad-patrimonial-ojo,2025-10-01T07:19:37.783Z,59,P3,Fiscalidad IRPF | Intereses hipotecarios | Persona física vs sociedad | Riesgos con Hacienda | Gestión operativa,Útil para declarar rendimientos en IRPF Incluye intereses o financiación Compara persona física frente a sociedad,Relevancia parcial o indirecta,No,posts_texto/tienes-una-sociedad-patrimonial-ojo.md,Sí,3530,No,
3,El error fiscal que veo en el 95% de inversores inmobiliarios.,https://fiscalizarte.substack.com/p/el-error-fiscal-que-veo-en-el-95,2026-05-11T07:54:59.231Z,58,P3,Fiscalidad IRPF | Comunidad / IBI / seguros | Vivienda habitual / reducción IRPF | Persona física vs sociedad | Prueba documental | Riesgos con Hacienda | Gestión operativa,Útil para declarar rendimientos en IRPF Compara persona física frente a sociedad Puede servir como soporte documental,Relevancia parcial o indirecta,No,posts_texto/el-error-fiscal-que-veo-en-el-95.md,No,6589,No,
173,He vendido una vivienda que he tenido ALQUILADA previamente..,https://fiscalizarte.substack.com/p/he-vendido-una-vivienda-que-he-tenido,2025-01-29T13:01:27.364Z,58,P3,Fiscalidad IRPF | Gastos deducibles | Amortización | Suministros | Vivienda habitual / reducción IRPF | Persona física vs sociedad,Útil para declarar rendimientos en IRPF Explica gastos deducibles Explica cómo amortizar el inmueble Compara persona física frente a sociedad,Relevancia parcial o indirecta,No,posts_texto/he-vendido-una-vivienda-que-he-tenido.md,Sí,2221,No,
112,Hacer un flip siendo persona física puede ser una ruina fiscal.,https://fiscalizarte.substack.com/p/hacer-un-flip-siendo-persona-fisica,2025-06-08T07:31:32.927Z,56,P3,Fiscalidad IRPF | Gastos deducibles | Suministros | Comunidad / IBI / seguros | Persona física vs sociedad | Riesgos con Hacienda,Útil para declarar rendimientos en IRPF Explica gastos deducibles Compara persona física frente a sociedad,Relevancia parcial o indirecta,No,posts_texto/hacer-un-flip-siendo-persona-fisica.md,No,3516,No,
132,🏠💥 Alquilas pisos turísticos de otros propietarios: lo que Hacienda no va a dejar pasar,https://fiscalizarte.substack.com/p/alquilas-pisos-turisticos-de-otros,2025-04-16T05:30:23.273Z,55,P3,Fiscalidad IRPF | Intereses hipotecarios | Suministros | Vivienda habitual / reducción IRPF | Prueba documental | Riesgos con Hacienda | Gestión operativa,Útil para declarar rendimientos en IRPF Incluye intereses o financiación Puede servir como soporte documental,Relevancia parcial o indirecta,No,posts_texto/alquilas-pisos-turisticos-de-otros.md,Sí,2458,No,
158,#Clase 2: Imputación temporal de rentas,https://fiscalizarte.substack.com/p/clase-2-imputacion-temporal-de-rentas,2025-02-22T09:00:08.424Z,54,P3,Fiscalidad IRPF | Gastos deducibles | Suministros | Persona física vs sociedad | Imputación temporal | Gestión operativa,Útil para declarar rendimientos en IRPF Explica gastos deducibles Compara persona física frente a sociedad,Relevancia parcial o indirecta,No,posts_texto/clase-2-imputacion-temporal-de-rentas.md,Sí,6275,Sí,usa_transcripcion
207,¿Cuánto cuesta aportar un inmueble a una Sociedad?,https://fiscalizarte.substack.com/p/cuanto-cuesta-aportar-un-inmueble,2024-09-14T07:45:55.609Z,54,P3,Fiscalidad IRPF | Suministros | Comunidad / IBI / seguros | Vivienda habitual / reducción IRPF | Persona física vs sociedad | Riesgos con Hacienda,Útil para declarar rendimientos en IRPF Compara persona física frente a sociedad,Relevancia parcial o indirecta,No,posts_texto/cuanto-cuesta-aportar-un-inmueble.md,No,5229,No,
148,¿Quién paga impuestos por el alquiler?,https://fiscalizarte.substack.com/p/quien-paga-impuestos-por-el-alquiler,2025-03-13T06:30:47.741Z,54,P3,Fiscalidad IRPF | Gastos deducibles | Amortización | Suministros | Riesgos con Hacienda,Útil para declarar rendimientos en IRPF Explica gastos deducibles Explica cómo amortizar el inmueble,Relevancia parcial o indirecta,No,posts_texto/quien-paga-impuestos-por-el-alquiler.md,Sí,2738,No,
82,⚠️ Estás perdiendo dinero (y no lo sabes): el error fiscal nº1 de muchos inversores inmobiliarios,https://fiscalizarte.substack.com/p/estas-perdiendo-dinero-y-no-lo-sabes,2025-08-13T07:19:20.482Z,53,P3,Fiscalidad IRPF | Gastos deducibles | Amortización | Intereses hipotecarios | Suministros | Riesgos con Hacienda,Útil para declarar rendimientos en IRPF Explica gastos deducibles Explica cómo amortizar el inmueble Incluye intereses o financiación,Relevancia parcial o indirecta,No,posts_texto/estas-perdiendo-dinero-y-no-lo-sabes.md,Sí,2318,No,
193,"🏢 Alquileres, comunidades de bienes y fiscalidad: ¿Qué pasa con el ITP y el IRPF?",https://fiscalizarte.substack.com/p/alquileres-comunidades-de-bienes,2024-12-12T06:29:45.954Z,52,P3,Fiscalidad IRPF | Suministros | Comunidad / IBI / seguros | Persona física vs sociedad | Riesgos con Hacienda | Gestión operativa,Útil para declarar rendimientos en IRPF Compara persona física frente a sociedad,Relevancia parcial o indirecta,No,posts_texto/alquileres-comunidades-de-bienes.md,No,4145,No,
68,#Clase 18: Conoce la Base del Ahorro del IRPF.,https://fiscalizarte.substack.com/p/clase-18-conoce-la-base-del-ahorro,2025-09-22T09:39:16.475Z,50,P3,Fiscalidad IRPF | Suministros | Comunidad / IBI / seguros | Vivienda habitual / reducción IRPF | Persona física vs sociedad | Prueba documental | Riesgos con Hacienda,Útil para declarar rendimientos en IRPF Compara persona física frente a sociedad Puede servir como soporte documental,Relevancia parcial o indirecta,No,posts_texto/clase-18-conoce-la-base-del-ahorro.md,Sí,21696,Sí,usa_transcripcion
154,#Clase 3: Masterclass Persona Física vs Sociedad,https://fiscalizarte.substack.com/p/clase-3-masterclass-persona-fisica,2025-03-01T07:30:53.503Z,50,P3,Amortización | Suministros | Comunidad / IBI / seguros | Persona física vs sociedad,Explica cómo amortizar el inmueble Compara persona física frente a sociedad,Relevancia parcial o indirecta,No,posts_texto/clase-3-masterclass-persona-fisica.md,Sí,25780,Sí,usa_transcripcion
212,Constituyo una SL para invertir... ¡te explico el porqué!,https://fiscalizarte.substack.com/p/constituyo-una-sl-para-invertir-te,2024-05-18T08:29:41.077Z,50,P3,Fiscalidad IRPF | Gastos deducibles | Suministros | Vivienda habitual / reducción IRPF | Persona física vs sociedad | Riesgos con Hacienda,Útil para declarar rendimientos en IRPF Explica gastos deducibles Compara persona física frente a sociedad,Relevancia parcial o indirecta,No,posts_texto/constituyo-una-sl-para-invertir-te.md,No,3798,No,
43,“¿Qué tengo que hacer antes de fin de año para pagar lo mínimo posible en la renta?”,https://fiscalizarte.substack.com/p/que-tengo-que-hacer-antes-de-fin,2025-12-17T06:48:23.594Z,50,P3,Fiscalidad IRPF | Gastos deducibles | Suministros | Vivienda habitual / reducción IRPF | Persona física vs sociedad | Riesgos con Hacienda,Útil para declarar rendimientos en IRPF Explica gastos deducibles Compara persona física frente a sociedad,Relevancia parcial o indirecta,No,posts_texto/que-tengo-que-hacer-antes-de-fin.md,Sí,4473,No,
108,🏠💼 ¿Alquilas tu piso a una empresa para que lo use uno de sus empleados?,https://fiscalizarte.substack.com/p/alquilas-tu-piso-a-una-empresa-para,2025-06-16T05:41:06.802Z,50,P3,Fiscalidad IRPF | Suministros | Comunidad / IBI / seguros | Vivienda habitual / reducción IRPF | Persona física vs sociedad | Riesgos con Hacienda | Gestión operativa,Útil para declarar rendimientos en IRPF Compara persona física frente a sociedad,Relevancia parcial o indirecta,No,posts_texto/alquilas-tu-piso-a-una-empresa-para.md,Sí,3558,No,
53,El falso “escudo protector” de crear otra sociedad (y por qué podrías estar pagando el doble para no proteger nada).,https://fiscalizarte.substack.com/p/el-falso-escudo-protector-de-crear,2025-11-12T16:25:03.842Z,49,P3,Intereses hipotecarios | Suministros | Comunidad / IBI / seguros | Persona física vs sociedad | Riesgos con Hacienda | Gestión operativa,Incluye intereses o financiación Compara persona física frente a sociedad,Relevancia parcial o indirecta,No,posts_texto/el-falso-escudo-protector-de-crear.md,Sí,3724,No,
26,#Clase 26 — Alquiler con opción a compra (AOC): la estrategia “fácil” que Hacienda te puede romper.,https://fiscalizarte.substack.com/p/clase-26-alquiler-con-opcion-a-compra,2026-01-24T09:25:31.575Z,48,P3,Fiscalidad IRPF | Suministros | Persona física vs sociedad | Riesgos con Hacienda | Gestión operativa,Útil para declarar rendimientos en IRPF Compara persona física frente a sociedad,Relevancia parcial o indirecta,No,posts_texto/clase-26-alquiler-con-opcion-a-compra.md,Sí,27787,Sí,usa_transcripcion
137,#Clase 7: Ingresos por arrendamientos,https://fiscalizarte.substack.com/p/clase-7-ingresos-por-arrendamientos,2025-04-06T06:02:35.629Z,48,P3,Fiscalidad IRPF | Gastos deducibles | Suministros | Imputación temporal | Riesgos con Hacienda | Gestión operativa,Útil para declarar rendimientos en IRPF Explica gastos deducibles,Relevancia parcial o indirecta,No,posts_texto/clase-7-ingresos-por-arrendamientos.md,Sí,11704,Sí,usa_transcripcion
140,¿Cómo tributa la aportación de bienes donados a una sociedad?,https://fiscalizarte.substack.com/p/como-tributa-la-aportacion-de-bienes,2025-04-01T05:31:20.340Z,48,P3,Fiscalidad IRPF | Persona física vs sociedad | Riesgos con Hacienda | Gestión operativa,Útil para declarar rendimientos en IRPF Compara persona física frente a sociedad,Relevancia parcial o indirecta,No,posts_texto/como-tributa-la-aportacion-de-bienes.md,Sí,4140,No,
78,💡 Fiscalidad inmobiliaria: el caso de la “renta garantizada” en la compraventa de locales comerciales,https://fiscalizarte.substack.com/p/fiscalidad-inmobiliaria-el-caso-de,2025-08-27T07:40:25.163Z,48,P3,Fiscalidad IRPF | Vivienda habitual / reducción IRPF | Riesgos con Hacienda | Gestión operativa,Útil para declarar rendimientos en IRPF,Relevancia parcial o indirecta,No,posts_texto/fiscalidad-inmobiliaria-el-caso-de.md,Sí,3401,No,
51,La fantasía del “me llevo la sociedad a otro país y me libro de Sucesiones”,https://fiscalizarte.substack.com/p/la-fantasia-del-me-llevo-la-sociedad,2025-11-19T08:27:42.519Z,47,P3,Fiscalidad IRPF | Intereses hipotecarios | Suministros | Vivienda habitual / reducción IRPF | Persona física vs sociedad | Prueba documental | Riesgos con Hacienda | Gestión operativa,Útil para declarar rendimientos en IRPF Incluye intereses o financiación Compara persona física frente a sociedad Puede servir como soporte documental,Relevancia parcial o indirecta,No,posts_texto/la-fantasia-del-me-llevo-la-sociedad.md,Sí,3636,No,
97,🚨 El error fiscal que casi le cuesta caro a este inversor no residente,https://fiscalizarte.substack.com/p/el-error-fiscal-que-casi-le-cuesta,2025-07-09T11:40:19.478Z,47,P3,Fiscalidad IRPF | Intereses hipotecarios | Imputación temporal | Riesgos con Hacienda | Gestión operativa,Útil para declarar rendimientos en IRPF Incluye intereses o financiación,Relevancia parcial o indirecta,No,posts_texto/el-error-fiscal-que-casi-le-cuesta.md,Sí,2449,No,
210,Hacienda ataca... y ¡fuerte!,https://fiscalizarte.substack.com/p/hacienda-ataca-y-fuerte,2024-08-15T08:29:16.511Z,46,P3,Fiscalidad IRPF | Suministros | Vivienda habitual / reducción IRPF | Persona física vs sociedad | Prueba documental | Riesgos con Hacienda,Útil para declarar rendimientos en IRPF Compara persona física frente a sociedad Puede servir como soporte documental,Relevancia parcial o indirecta,No,posts_texto/hacienda-ataca-y-fuerte.md,No,3875,No,
126,Un suscriptor me pide ayuda...,https://fiscalizarte.substack.com/p/un-suscriptor-me-pide-ayuda,2025-04-27T17:45:56.128Z,46,P3,Fiscalidad IRPF | Gastos deducibles | Suministros | Prueba documental | Riesgos con Hacienda | Gestión operativa,Útil para declarar rendimientos en IRPF Explica gastos deducibles Puede servir como soporte documental,Relevancia parcial o indirecta,No,posts_texto/un-suscriptor-me-pide-ayuda.md,No,2181,No,
190,¿Puedo deducir los alquileres impagados en mi declaración de la renta? Un caso práctico,https://fiscalizarte.substack.com/p/puedo-deducir-los-alquileres-impagos,2024-12-19T06:29:52.936Z,46,P3,Fiscalidad IRPF | Gastos deducibles | Suministros | Gestión operativa,Útil para declarar rendimientos en IRPF Explica gastos deducibles,Relevancia parcial o indirecta,No,posts_texto/puedo-deducir-los-alquileres-impagos.md,No,3078,No,
70,🏢 ¿Proteger tus activos inmobiliarios creando otra sociedad?,https://fiscalizarte.substack.com/p/proteger-tus-activos-inmobiliarios,2025-09-17T08:11:30.745Z,45,P3,Intereses hipotecarios | Suministros | Persona física vs sociedad | Riesgos con Hacienda | Gestión operativa,Incluye intereses o financiación Compara persona física frente a sociedad,Relevancia parcial o indirecta,No,posts_texto/proteger-tus-activos-inmobiliarios.md,Sí,3569,No,
37,#CLASE 23: APLICA ESTA ESTRATEGIA DE INGENERIA FISCAL (Y AHORRA IMPUESTOS CON NÚMEROS REALES).,https://fiscalizarte.substack.com/p/clase-23-aplica-esta-estrategia-de,2025-12-30T11:25:43.773Z,44,P3,Fiscalidad IRPF | Amortización | Suministros | Comunidad / IBI / seguros | Persona física vs sociedad | Riesgos con Hacienda,Útil para declarar rendimientos en IRPF Explica cómo amortizar el inmueble Compara persona física frente a sociedad,Relevancia parcial o indirecta,No,posts_texto/clase-23-aplica-esta-estrategia-de.md,Sí,27762,Sí,usa_transcripcion
221,"Si haces Rent to Rent, ¡esto te interesa!",https://fiscalizarte.substack.com/p/si-haces-rent-to-rent-esto-te-interesa,2024-02-01T05:45:03.090Z,44,P3,Fiscalidad IRPF | Suministros | Vivienda habitual / reducción IRPF | Prueba documental | Riesgos con Hacienda | Gestión operativa,Útil para declarar rendimientos en IRPF Puede servir como soporte documental,Relevancia parcial o indirecta,No,posts_texto/si-haces-rent-to-rent-esto-te-interesa.md,No,1355,No,
46,¿Tengo que darme de alta en autónomos si tengo una patrimonial?,https://fiscalizarte.substack.com/p/tengo-que-darme-de-alta-en-autonomos,2025-12-03T09:34:35.624Z,44,P3,Reparación vs mejora | Intereses hipotecarios | Persona física vs sociedad | Riesgos con Hacienda | Gestión operativa,Incluye intereses o financiación Ayuda a separar reparación y mejora Compara persona física frente a sociedad,Relevancia parcial o indirecta,No,posts_texto/tengo-que-darme-de-alta-en-autonomos.md,Sí,3189,No,
81,"📉 Ayer te conté un error fiscal muy común entre inversores… Hoy te traigo otro que, para mí, es básico conocer.",https://fiscalizarte.substack.com/p/ayer-te-conte-un-error-fiscal-muy,2025-08-14T12:02:45.154Z,43,P3,Gastos deducibles | Reparación vs mejora | Amortización | Suministros | Comunidad / IBI / seguros | Riesgos con Hacienda,Explica gastos deducibles Explica cómo amortizar el inmueble Ayuda a separar reparación y mejora,Relevancia parcial o indirecta,No,posts_texto/ayer-te-conte-un-error-fiscal-muy.md,No,1997,No,
22,Madrid: ¿puedes aplicar el 4% de ITP si el 3º hijo está concebido pero no ha nacido?,https://fiscalizarte.substack.com/p/madrid-puedes-aplicar-el-4-de-itp,2026-02-11T08:02:29.604Z,41,P3,Intereses hipotecarios | Suministros | Comunidad / IBI / seguros | Vivienda habitual / reducción IRPF | Prueba documental | Gestión operativa,Incluye intereses o financiación Puede servir como soporte documental,Relevancia parcial o indirecta,No,posts_texto/madrid-puedes-aplicar-el-4-de-itp.md,Sí,3442,No,
4,Tu gestor puede estar metiéndote en un problema fiscal sin que te enteres.,https://fiscalizarte.substack.com/p/tu-gestor-puede-estar-metiendote,2026-05-09T08:00:47.892Z,41,P3,Amortización | Intereses hipotecarios | Suministros | Comunidad / IBI / seguros | Persona física vs sociedad | Riesgos con Hacienda,Explica cómo amortizar el inmueble Incluye intereses o financiación Compara persona física frente a sociedad,Relevancia parcial o indirecta,No,posts_texto/tu-gestor-puede-estar-metiendote.md,No,7481,No,
9,Así le he ahorrado 2.200€ a un inversor que estaba declarando mal sus inmuebles..,https://fiscalizarte.substack.com/p/asi-le-he-ahorrado-2200-a-un-inversor,2026-04-09T14:52:54.065Z,40,P3,Fiscalidad IRPF | Amortización | Suministros | Persona física vs sociedad | Riesgos con Hacienda,Útil para declarar rendimientos en IRPF Explica cómo amortizar el inmueble Compara persona física frente a sociedad,Relevancia parcial o indirecta,No,posts_texto/asi-le-he-ahorrado-2200-a-un-inversor.md,No,2437,No,
195,Consulta de un cliente: ¿Puedo arrendar mi inmueble como vivienda y qué implica fiscalmente? 🏠,https://fiscalizarte.substack.com/p/consulta-de-un-cliente-puedo-arrendar,2024-12-05T06:29:40.002Z,40,P3,Fiscalidad IRPF | Suministros | Vivienda habitual / reducción IRPF | Prueba documental | Gestión operativa,Útil para declarar rendimientos en IRPF Puede servir como soporte documental,Relevancia parcial o indirecta,No,posts_texto/consulta-de-un-cliente-puedo-arrendar.md,No,4133,No,
128,Desconocer la normativa fiscal te puede hacer perder dinero....,https://fiscalizarte.substack.com/p/desconocer-la-normativa-fiscal-te,2025-04-26T08:35:45.596Z,40,P3,Fiscalidad IRPF | Gastos deducibles | Suministros | Persona física vs sociedad | Riesgos con Hacienda,Útil para declarar rendimientos en IRPF Explica gastos deducibles Compara persona física frente a sociedad,Relevancia parcial o indirecta,No,posts_texto/desconocer-la-normativa-fiscal-te.md,No,2615,No,
161,He traicionado los pilares de mi estrategia de inversión con mi última operación.,https://fiscalizarte.substack.com/p/nuevo-inmueble-para-mi-cartera-personal,2025-02-16T07:04:36.114Z,40,P3,Alquiler por habitaciones | Suministros | Vivienda habitual / reducción IRPF | Gestión operativa,Trata directamente el alquiler por habitaciones,Relevancia parcial o indirecta,No,posts_texto/nuevo-inmueble-para-mi-cartera-personal.md,No,2830,No,
63,🌍 ¿Vives en el extranjero y estás invirtiendo en inmuebles en España? Entonces esta pregunta te interesa (y mucho),https://fiscalizarte.substack.com/p/vives-en-el-extranjero-y-estas-invirtiendo,2025-10-08T07:24:58.317Z,40,P3,Amortización | Suministros | Vivienda habitual / reducción IRPF | Persona física vs sociedad | Gestión operativa,Explica cómo amortizar el inmueble Compara persona física frente a sociedad,Relevancia parcial o indirecta,No,posts_texto/vives-en-el-extranjero-y-estas-invirtiendo.md,Sí,3885,No,
95,🧠 ¿Inviertes en inmuebles? Entonces esto te interesa (mucho).,https://fiscalizarte.substack.com/p/inviertes-en-inmuebles-entonces-esto,2025-07-13T07:51:14.034Z,40,P3,Fiscalidad IRPF | Comunidad / IBI / seguros | Persona física vs sociedad | Riesgos con Hacienda | Gestión operativa,Útil para declarar rendimientos en IRPF Compara persona física frente a sociedad,Relevancia parcial o indirecta,No,posts_texto/inviertes-en-inmuebles-entonces-esto.md,No,2259,No,
150,#Clase 4: Clases de Rendimientos de Capital,https://fiscalizarte.substack.com/p/clase-4-clases-de-rendimientos-de,2025-03-08T07:06:22.739Z,39,Descartar,Fiscalidad IRPF | Intereses hipotecarios | Comunidad / IBI / seguros | Persona física vs sociedad,Útil para declarar rendimientos en IRPF Incluye intereses o financiación Compara persona física frente a sociedad,Poca utilidad para este caso concreto,No,posts_texto/clase-4-clases-de-rendimientos-de.md,Sí,7877,Sí,usa_transcripcion
12,Clase 28 ya disponible: así se declara la venta de un inmueble en la renta.,https://fiscalizarte.substack.com/p/clase-28-ya-disponible-asi-se-declara,2026-03-28T08:06:43.029Z,39,Descartar,Fiscalidad IRPF | Reparación vs mejora | Suministros | Persona física vs sociedad | Riesgos con Hacienda,Útil para declarar rendimientos en IRPF Ayuda a separar reparación y mejora Compara persona física frente a sociedad,Poca utilidad para este caso concreto,No,posts_texto/clase-28-ya-disponible-asi-se-declara.md,Sí,37727,Sí,usa_transcripcion
133,Cuidado al precio al que vendes tú piso...,https://fiscalizarte.substack.com/p/cuidado-al-precio-al-que-vendes-tu,2025-04-15T08:42:32.207Z,39,Descartar,Fiscalidad IRPF | Intereses hipotecarios | Persona física vs sociedad | Riesgos con Hacienda,Útil para declarar rendimientos en IRPF Incluye intereses o financiación Compara persona física frente a sociedad,Poca utilidad para este caso concreto,No,posts_texto/cuidado-al-precio-al-que-vendes-tu.md,No,2570,No,
131,Los errores en la inversión inmobiliaria SON CAROS....,https://fiscalizarte.substack.com/p/los-errores-en-la-inversion-inmobiliaria,2025-04-19T09:30:05.823Z,39,Descartar,Fiscalidad IRPF | Intereses hipotecarios | Persona física vs sociedad | Riesgos con Hacienda,Útil para declarar rendimientos en IRPF Incluye intereses o financiación Compara persona física frente a sociedad,Poca utilidad para este caso concreto,No,posts_texto/los-errores-en-la-inversion-inmobiliaria.md,No,2651,No,
145,¿Reformas antes de alquilar?,https://fiscalizarte.substack.com/p/reformas-antes-de-alquilar,2025-03-20T06:30:51.550Z,39,Descartar,Gastos deducibles | Reparación vs mejora | Suministros | Comunidad / IBI / seguros | Prueba documental | Riesgos con Hacienda,Explica gastos deducibles Ayuda a separar reparación y mejora Puede servir como soporte documental,Poca utilidad para este caso concreto,No,posts_texto/reformas-antes-de-alquilar.md,Sí,1958,No,
93,🏗️ Lo que muchos no saben sobre Segregar vs. Dividir un inmueble (y cómo tributa después),https://fiscalizarte.substack.com/p/lo-que-muchos-no-saben-sobre-segregar,2025-07-16T11:40:20.287Z,39,Descartar,Fiscalidad IRPF | Intereses hipotecarios | Suministros | Persona física vs sociedad | Riesgos con Hacienda,Útil para declarar rendimientos en IRPF Incluye intereses o financiación Compara persona física frente a sociedad,Poca utilidad para este caso concreto,No,posts_texto/lo-que-muchos-no-saben-sobre-segregar.md,Sí,2494,No,
196,¿Sabías que puedes donar el usufructo de un inmueble a tu hijo y cómo impacta eso en tu fiscalidad? 🏠💡,https://fiscalizarte.substack.com/p/sabias-que-puedes-donar-el-usufructo,2024-12-03T06:29:12.760Z,38,Descartar,Fiscalidad IRPF | Riesgos con Hacienda | Gestión operativa,Útil para declarar rendimientos en IRPF,Poca utilidad para este caso concreto,No,posts_texto/sabias-que-puedes-donar-el-usufructo.md,No,3636,No,
79,🏠💼 Fiscalidad en el alquiler de apartamentos turísticos: evita errores que pueden costarte caro,https://fiscalizarte.substack.com/p/fiscalidad-en-el-alquiler-de-apartamentos,2025-08-20T07:22:22.817Z,38,Descartar,Fiscalidad IRPF | Suministros | Riesgos con Hacienda | Gestión operativa,Útil para declarar rendimientos en IRPF,Poca utilidad para este caso concreto,No,posts_texto/fiscalidad-en-el-alquiler-de-apartamentos.md,Sí,2933,No,
107,🏢 ¿Tienes una sociedad civil que alquila inmuebles?,https://fiscalizarte.substack.com/p/tienes-una-sociedad-civil-que-alquila,2025-06-18T11:45:32.637Z,38,Descartar,Fiscalidad IRPF | Riesgos con Hacienda | Gestión operativa,Útil para declarar rendimientos en IRPF,Poca utilidad para este caso concreto,No,posts_texto/tienes-una-sociedad-civil-que-alquila.md,Sí,3278,No,
62,"💻 ¿Vas a crear una sociedad sin poner dinero en efectivo? Sí, se puede… y esto es lo que debes saber sobre los impuestos",https://fiscalizarte.substack.com/p/vas-a-crear-una-sociedad-sin-poner,2025-10-15T07:29:00.173Z,38,Descartar,Fiscalidad IRPF | Amortización,Útil para declarar rendimientos en IRPF Explica cómo amortizar el inmueble,Poca utilidad para este caso concreto,No,posts_texto/vas-a-crear-una-sociedad-sin-poner.md,Sí,3074,No,
73,#Clase 17: Reducción por Rendimientos Irregulares y Arrendamientos con paresteco familiar.,https://fiscalizarte.substack.com/p/clase-17-reduccion-por-rendimientos,2025-09-07T07:05:18.706Z,36,Descartar,Fiscalidad IRPF | Suministros | Vivienda habitual / reducción IRPF | Riesgos con Hacienda | Gestión operativa,Útil para declarar rendimientos en IRPF,Poca utilidad para este caso concreto,No,posts_texto/clase-17-reduccion-por-rendimientos.md,Sí,11334,Sí,usa_transcripcion
8,Le he ahorrado a un inversor 1.200€ en su declaración de la renta.,https://fiscalizarte.substack.com/p/le-he-ahorrado-a-un-inversor-1200,2026-04-16T08:53:33.036Z,36,Descartar,Fiscalidad IRPF | Amortización | Suministros | Persona física vs sociedad,Útil para declarar rendimientos en IRPF Explica cómo amortizar el inmueble Compara persona física frente a sociedad,Poca utilidad para este caso concreto,No,posts_texto/le-he-ahorrado-a-un-inversor-1200.md,No,2330,No,
100,"🏠 ¿Debo tributar por ""Operaciones Societarias"" si constituyo una comunidad de bienes para alquilar inmuebles?",https://fiscalizarte.substack.com/p/debo-tributar-por-operaciones-societarias,2025-07-02T11:35:22.235Z,36,Descartar,Fiscalidad IRPF | Comunidad / IBI / seguros | Persona física vs sociedad | Gestión operativa,Útil para declarar rendimientos en IRPF Compara persona física frente a sociedad,Poca utilidad para este caso concreto,No,posts_texto/debo-tributar-por-operaciones-societarias.md,Sí,2335,No,
101,🚀 Cómo Mi Hermano va a GANAR 25.000€ en Menos de 6 Meses con un Piso en Jaén (Y Tú También Puedes),https://fiscalizarte.substack.com/p/como-mi-hermano-va-a-ganar-25000,2025-06-30T08:34:35.802Z,36,Descartar,Fiscalidad IRPF | Suministros | Persona física vs sociedad | Riesgos con Hacienda | Gestión operativa,Útil para declarar rendimientos en IRPF Compara persona física frente a sociedad,Poca utilidad para este caso concreto,No,posts_texto/como-mi-hermano-va-a-ganar-25000.md,No,2615,No,
213,Cómo Adrián va a comprar su primer piso sin ahorros....,https://fiscalizarte.substack.com/p/como-adrian-va-a-comprar-su-primer,2024-03-14T18:55:08.877Z,35,Descartar,Fiscalidad IRPF | Intereses hipotecarios | Suministros | Persona física vs sociedad,Útil para declarar rendimientos en IRPF Incluye intereses o financiación Compara persona física frente a sociedad,Poca utilidad para este caso concreto,No,posts_texto/como-adrian-va-a-comprar-su-primer.md,No,4168,No,
